Kanji	Hanzi	Syllabe	Label	DansDict	Fichier
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2572.T2.jp.snt
遅	迟	sei	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1646.T2.jp.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1646.T2.jp.snt
遅	迟	toki	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1646.T2.jp.snt
服	服	fuku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2886.T2.jp.snt
服	服	fuku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2886.T2.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0382.T2.jp.snt
高	高	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0382.T2.jp.snt
校	校	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0382.T2.jp.snt
先	先	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0382.T2.jp.snt
輩	辈	sen	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0382.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2185.T1.jp.snt
何	何	nani	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1563.T2.jp.snt
泊	泊	nani	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1563.T2.jp.snt
高	高	taka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1113.T2.jp.snt
知	知	shi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0689.T2.jp.snt
頻	频	shi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
繁	繁	shi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
例	例	tato	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
相	相	sou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
談	谈	dan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
事	事	koto	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0012.T1.jp.snt
無	无	mu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3795.T1.jp.snt
理	理	ri	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3795.T1.jp.snt
実	实	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
旦	旦	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
那	那	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
早	早	sou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
期	期	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
退	退	tai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
職	职	shoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
彼	彼	shoku	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
主	主	shu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
夫	夫	fu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
一	一	ichi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
年	年	nen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
私	私	watashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
全	全	ma	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
割	割	wa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
洋	洋	you	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
服	服	fuku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
雑	杂	za	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
貨	货	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
屋	屋	ya	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
好	好	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1433.T2.jp.snt
豆	豆	mame	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1836.T2.jp.snt
柴	柴	mame	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1836.T2.jp.snt
三	三	san	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
三	三	san	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
五	五	go	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
位	位	i	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
六	六	roku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
六	六	roku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1663.T1.jp.snt
新	新	ni	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1037.T2.jp.snt
潟	潟	ni	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1037.T2.jp.snt
市	市	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1037.T2.jp.snt
内	内	ga	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1037.T2.jp.snt
有	有	yuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3040.T2.jp.snt
名	名	mei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3040.T2.jp.snt
個	个	ko	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0625.T2.jp.snt
人	人	jin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0625.T2.jp.snt
的	的	teki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0625.T2.jp.snt
仕	仕	shi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0625.T2.jp.snt
事	事	go	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0625.T2.jp.snt
全	全	zen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
員	员	in	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
全	全	zen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
員	员	in	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
男	男	dan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
子	子	shi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
六	六	roku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
円	圆	en	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
陣	阵	en	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
組	组	ku	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3208.T1.jp.snt
元	元	gen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0949.T2.jp.snt
気	气	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0949.T2.jp.snt
冷	冷	rei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2062.T2.jp.snt
血	血	ketsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2062.T2.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2062.T2.jp.snt
間	间	gen	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2062.T2.jp.snt
磨	磨	gen	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2062.T2.jp.snt
金	金	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2002.T1.jp.snt
売	卖	u	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2002.T1.jp.snt
喋	喋	u	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1926.T2.jp.snt
流	流	naga	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0320.T2.jp.snt
分	分	wa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0320.T2.jp.snt
定	定	tei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
期	期	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
券	券	ken	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
途	途	ken	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
中	中	to	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
下	下	chuu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
車	车	ge	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
所	所	tokoro	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
空	空	a	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
所	所	tokoro	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
降	降	o	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
間	间	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
潰	溃	kan	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
予	豫	yo	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
定	定	tei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2737.T2.jp.snt
機	机	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2829.T1.jp.snt
能	能	nou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2829.T1.jp.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2829.T1.jp.snt
由	由	yu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3522.T1.jp.snt
来	来	rai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3522.T1.jp.snt
由	由	yu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3522.T1.jp.snt
来	来	rai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3522.T1.jp.snt
知	知	shi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3522.T1.jp.snt
楽	乐	tano	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0681.T1.jp.snt
常	常	tsune	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1594.T1.jp.snt
学	学	ga	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0853.T1.jp.snt
校	校	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0853.T1.jp.snt
貰	贳	kou	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0853.T1.jp.snt
小	小	shou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2574.T2.jp.snt
学	学	ga	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2574.T2.jp.snt
校	校	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2574.T2.jp.snt
先	先	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2574.T2.jp.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2574.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3536.T2.jp.snt
連	联	tsu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3536.T2.jp.snt
下	下	kuda	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3536.T2.jp.snt
一	一	hito	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2981.T1.jp.snt
人	人	ri	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2981.T1.jp.snt
分	分	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2981.T1.jp.snt
作	作	tsuku	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2981.T1.jp.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1268.T1.jp.snt
気	气	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1644.T2.jp.snt
持	持	mo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1644.T2.jp.snt
疲	疲	mo	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1644.T2.jp.snt
二	二	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0785.T1.jp.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0785.T1.jp.snt
間	间	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0785.T1.jp.snt
以	以	i	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0785.T1.jp.snt
内	内	nai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0785.T1.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2421.T2.jp.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2421.T2.jp.snt
長	长	naga	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2421.T2.jp.snt
面	面	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2152.T1.jp.snt
白	白	shiro	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2152.T1.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2152.T1.jp.snt
別	别	betsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2152.T1.jp.snt
交	交	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2507.T1.jp.snt
換	换	kou	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2507.T1.jp.snt
感	感	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2507.T1.jp.snt
情	情	jou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2310.T2.jp.snt
報	报	hou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2310.T2.jp.snt
別	别	betsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2310.T2.jp.snt
知	知	shi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2310.T2.jp.snt
痛	痛	ita	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2464.T2.jp.snt
授	授	ju	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3358.T1.jp.snt
業	业	gyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3358.T1.jp.snt
料	料	ryou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3358.T1.jp.snt
無	无	mu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3358.T1.jp.snt
料	料	ryou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3358.T1.jp.snt
伏	伏	ryou	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1329.T2.jp.snt
温	温	on	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3445.T1.jp.snt
泉	泉	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3445.T1.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3445.T1.jp.snt
桑	桑	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
原	原	ku	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
君	君	kun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
僕	仆	kun	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
名	名	na	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
前	前	mae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
三	三	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
井	井	mi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
雄	雄	mi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
大	大	yuu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0607.T2.jp.snt
変	变	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2144.T1.jp.snt
変	变	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2144.T1.jp.snt
高	高	taka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3750.T1.jp.snt
高	高	taka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3750.T1.jp.snt
子	子	ko	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2636.T1.jp.snt
供	供	do	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2636.T1.jp.snt
先	先	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2636.T1.jp.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2636.T1.jp.snt
工	工	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3114.T1.jp.snt
事	事	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3114.T1.jp.snt
工	工	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3114.T1.jp.snt
事	事	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3114.T1.jp.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3315.T2.jp.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3315.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3315.T2.jp.snt
金	金	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3315.T2.jp.snt
最	最	sai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
近	近	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
忙	忙	kin	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
最	最	sai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
近	近	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
就	就	shuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
活	活	katsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
忙	忙	katsu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
帰	归	kae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
間	间	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3545.T2.jp.snt
会	会	a	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
事	事	koto	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
無	无	na	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
共	共	kyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
通	通	tsuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
趣	趣	tsuu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
味	味	shu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
通	通	tsuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
知	知	shi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
合	合	a	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2338.T2.jp.snt
自	自	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0484.T2.jp.snt
分	分	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0484.T2.jp.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0484.T2.jp.snt
事	事	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0484.T2.jp.snt
