Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
前	前	mae	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1480.T2.jp.snt	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0137.T2.ch.snt
付	付	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2817.T2.jp.snt	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0549.T2.ch.snt
元	元	gen	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0087.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0652.T2.ch.snt
気	气	ki	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0087.T2.jp.snt	qì	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0027.T2.ch.snt
練	练	ren	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2665.T2.jp.snt	liàn	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1126.T2.ch.snt
習	习	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2665.T2.jp.snt	xí	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0801.T2.ch.snt
家	家	ie	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2665.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0495.T2.ch.snt
洋	洋	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	yáng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0430.T2.ch.snt
服	服	fuku	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	fú	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1099.T2.ch.snt
屋	屋	ya	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	wū	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0238.T2.ch.snt
店	店	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	diàn	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1211.T2.ch.snt
経	经	kei	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	jīng	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0631.T2.ch.snt
営	营	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3092.T2.jp.snt	yíng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0682.T2.ch.snt
探	探	saga	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1214.T2.jp.snt	tàn	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2914.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0827.T2.ch.snt
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2914.T2.jp.snt	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0405.T2.ch.snt
友	友	tomo	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2914.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0370.T2.ch.snt
達	达	dachi	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2914.T2.jp.snt	dá	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2914.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2272.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1184.T2.ch.snt
以	以	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2272.T2.jp.snt	yǐ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1097.T2.ch.snt
外	外	gai	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2272.T2.jp.snt	wài	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0203.T2.ch.snt
過	过	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3511.T2.jp.snt	guò	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0827.T2.ch.snt
向	向	mu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1551.T2.jp.snt	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0254.T2.ch.snt
子	子	ko	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1551.T2.jp.snt	zi	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1106.T2.ch.snt
供	供	domo	occlusive	sonore	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1551.T2.jp.snt	gōng	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0847.T2.ch.snt
親	亲	shin	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1551.T2.jp.snt	qīn	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0804.T2.ch.snt
切	切	setsu	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1551.T2.jp.snt	qiè	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0002.T2.ch.snt
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3464.T2.jp.snt	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0744.T2.ch.snt
優	优	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3464.T2.jp.snt	yōu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0360.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2414.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
付	付	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0025.T2.jp.snt	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0025.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0894.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1914.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0115.T2.ch.snt
買	买	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1914.T2.jp.snt	mǎi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1052.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2801.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0841.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0368.T2.ch.snt
員	员	in	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0769.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1096.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0392.T2.ch.snt
員	员	in	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
友	友	tomo	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0744.T2.ch.snt
達	达	dachi	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	dá	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1732.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0582.T2.ch.snt
買	买	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0302.T2.jp.snt	mǎi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0111.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0302.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0823.T2.ch.snt
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0302.T2.jp.snt	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0185.T2.ch.snt
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0302.T2.jp.snt	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0238.T2.ch.snt
受	受	ju	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	shòu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0015.T2.ch.snt
験	验	ken	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	yàn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt
科	科	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	kē	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt
目	目	moku	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	mù	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0757.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2531.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0582.T2.ch.snt
解	解	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0592.T2.jp.snt	jiě	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0743.T2.ch.snt
説	说	setsu	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0592.T2.jp.snt	shuō	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0742.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3145.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0753.T2.ch.snt
入	入	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1948.T2.jp.snt	rù	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0747.T2.ch.snt
楽	乐	tano	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0906.T2.jp.snt	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0245.T2.ch.snt
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3896.T2.jp.snt	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0165.T2.ch.snt
歌	歌	uta	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3896.T2.jp.snt	gē	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0567.T2.ch.snt
野	野	ya	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1361.T2.jp.snt	yě	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1116.T2.ch.snt
菜	菜	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1361.T2.jp.snt	cài	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0349.T2.ch.snt
旅	旅	tabi	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1456.T2.jp.snt	lǚ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0670.T2.ch.snt
印	印	in	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1456.T2.jp.snt	yìn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0578.T2.ch.snt
象	象	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1456.T2.jp.snt	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0496.T2.ch.snt
舎	舍	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2356.T2.jp.snt	shě	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0652.T2.ch.snt
高	高	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1942.T2.jp.snt	gāo	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0099.T2.ch.snt
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1942.T2.jp.snt	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0041.T2.ch.snt
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1942.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1007.T2.ch.snt
触	触	fu	fricative	sourde	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2387.T2.jp.snt	chù	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1175.T2.ch.snt
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2387.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt
機	机	ki	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2387.T2.jp.snt	jī	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0636.T2.ch.snt
会	会	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2387.T2.jp.snt	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1193.T2.ch.snt
南	南	nan	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2298.T2.jp.snt	nán	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0853.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2298.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0694.T2.ch.snt
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2298.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0557.T2.ch.snt
医	医	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0211.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0799.T2.ch.snt
者	者	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0211.T2.jp.snt	zhě	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1217.T2.ch.snt
飲	饮	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3271.T2.jp.snt	yǐn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
飲	饮	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3271.T2.jp.snt	yǐn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1075.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0177.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0948.T2.ch.snt
今	今	kon	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0566.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0910.T2.ch.snt
電	电	den	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	diàn	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0671.T2.ch.snt
車	车	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	chē	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0324.T2.ch.snt
新	新	shin	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0668.T2.ch.snt
幹	干	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	gàn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0103.T2.ch.snt
線	线	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	xiàn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0910.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0617.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0004.T2.ch.snt
水	水	mizu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1325.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0878.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2162.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2162.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0383.T2.ch.snt
科	科	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2162.T2.jp.snt	kē	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2162.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0618.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0546.T2.ch.snt
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0878.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0184.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0128.T2.ch.snt
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0819.T2.ch.snt
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0427.T2.ch.snt
一	一	hito	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0236.T2.ch.snt
人	人	ri	battue	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0385.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3514.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0842.T2.ch.snt
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0740.T2.ch.snt
同	同	ona	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	tóng	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0835.T2.ch.snt
五	五	go	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	wǔ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0057.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0214.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0551.T2.ch.snt
族	族	zoku	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0468.T2.jp.snt	zú	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1242.T2.ch.snt
春	春	haru	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1744.T2.jp.snt	chūn	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0465.T2.ch.snt
春	春	haru	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1744.T2.jp.snt	chūn	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0465.T2.ch.snt
小	小	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0672.T2.jp.snt	xiǎo	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0892.T2.ch.snt
